-5.03455 0.797273 1.45953
-5.85137 0.851142 1.66251
-5.99561 0.490452 1.73022
-6.8074 0.784391 1.8517
-6.15082 1.00448 1.85315
-7.02605 0.964845 1.19263
-7.63585 0.858401 1.42103
-6.57425 0.613488 1.58134
-6.70794 1.03638 1.11211
-5.92097 -0.234716 1.65002
-6.0365 0.352227 1.75042
-5.15058 1.20632 1.10805
-6.06756 1.39562 1.81297
-5.01108 1.20305 1.42529
-5.08447 1.30202 1.08812
-4.89962 1.51935 1.13641
-5.47914 1.19573 0.52606
-6.97575 1.50281 1.66456
-5.62745 1.45932 0.664114
-4.97159 1.44489 0.72251
-3.5289 0.620919 0.699361
-5.27021 1.144 1.76749
-8.20376 0.881724 -0.808273
-7.52446 0.760303 -0.544397
-6.56873 1.12543 -0.712438
-6.69255 1.17489 -0.862257
-7.04163 0.952788 1.03557
-7.78837 0.7525 -0.181601
-6.51899 1.12553 -0.274154
-6.91428 1.01063 -0.489094
-6.99815 0.0728339 0.813812
-7.26177 0.0732998 0.809217
-7.35385 0.537764 0.698763
-6.89326 1.41561 -1.15962
-6.48084 1.27544 -0.658817
-7.02446 1.72803 -1.20879
-7.47255 1.7772 -1.4579
-6.56028 1.59337 0.22049
-5.9784 1.29396 0.222414
-6.39286 1.26057 0.188356
-6.71388 1.53733 -0.424386
-6.56803 1.53401 -0.160763
-6.02718 -2.52805 0.913185
-6.1544 -2.75073 1.25251
-6.04967 -2.93462 1.35439
-3.87464 -1.32439 1.57531
-6.87202 -0.883335 0.915455
-6.82436 -1.50798 2.70921
-3.84644 -0.860228 1.53997
-10.0424 -2.83138 -0.808742
-8.45505 -2.50046 -0.351207
-9.85508 -2.8463 -0.427658
-7.7725 -1.82081 -1.77625
-8.4736 -2.28381 -1.73777
-6.62763 -3.26683 -0.0857242
-7.45459 -0.362671 0.713903
-7.44721 -0.538257 0.690342
-9.25027 -2.38187 0.373887
-10.7438 -2.77798 0.545901
-7.07575 -1.74565 0.0918323
-7.45822 1.05058 -3.79357
-8.4479 2.02829 -4.3487
-7.64086 0.306683 -3.88833
-8.60008 1.50555 -2.53433
-8.7455 1.91525 -2.87434
-8.92886 1.51088 -2.77044
-8.87648 1.70517 -3.10067
-8.60258 0.836798 -3.21937
-7.53788 1.87117 -3.76968
-5.93329 1.80387 -4.27035
-6.50734 1.69627 -2.02657
-7.44361 1.81844 -2.57732
-5.14429 0.992348 -6.12504
-7.05954 1.76977 -7.70419
-7.46256 1.419 -7.70617
-4.3303 1.08004 -5.89302
-4.29518 0.958774 -6.01226
-4.45073 0.885383 -5.96459
-4.84726 1.23545 -5.98864
-4.51797 1.23962 -6.02301
-7.76035 1.25153 -7.99431
-7.98453 1.00294 -8.23409
-4.88908 0.294647 -6.85495
-4.20671 0.761675 -5.99564
-5.42536 0.809931 -7.44627
-4.71036 0.750636 -6.98878
-4.64238 0.797549 -5.86019
-4.45562 0.744988 -5.97511
-7.57311 1.8548 -5.55868
-7.99846 1.8955 -5.75401
-6.57286 1.8091 -5.70185
-8.07277 2.97912 -8.1333
-4.48754 1.81296 -6.3189
-4.87559 1.84211 -6.85068
-4.82331 1.88205 -6.98881
-5.19185 2.05247 -7.15265
-5.46435 1.9534 -6.74226
-5.26095 1.92003 -7.06177
-4.47117 1.78717 -4.5022
-4.19297 1.58241 -3.91407
-6.84962 1.95551 -5.61863
-5.36693 1.76125 -4.23345
-5.17692 1.79486 -5.0874
-8.60151 -2.7684 -4.73306
-10.1773 -3.08974 -5.39486
-8.70766 -2.72942 -5.84353
-9.46861 -2.32837 -5.79091
-9.64335 -2.69676 -5.77829
-6.74183 -3.08549 -5.06195
-9.19409 -2.78292 -2.73988
-6.55098 -1.43559 -2.44813
-9.83878 -2.88136 -3.91955
-9.21134 -4.38823 -3.96787
-7.55232 -0.33827 -3.88836
-6.83213 -0.0564698 -3.89446
-6.92587 -0.188985 -3.69503
-7.17807 -0.0258814 -4.2849
-8.14568 -1.67986 -5.39494
-8.03803 -1.64419 -5.60272
-9.72211 -2.16169 -5.39303
-7.63357 -1.58601 -4.79018
-5.86776 -0.308981 -2.93742
-7.49822 -1.63918 -3.45564
-9.58453 -3.40217 -11.2936
-8.54369 -3.36688 -11.2913
-9.72976 -2.65481 -12.1358
-6.55335 -2.99286 -10.6366
-11.212 -3.46585 -16.4115
-8.62071 -3.21676 -13.7623
-7.72196 -2.18299 -10.3463
-7.77291 -3.21211 -8.56257
-6.36271 -3.04834 -8.00872
-5.18405 -2.77101 -7.44907
-8.72484 -2.21749 -6.95234
-8.15438 -2.06708 -6.90296
-11.4428 -3.30025 -8.81728
-8.96044 -2.14389 -6.34126
-9.422 -2.38347 -8.57312
-11.0244 -3.34072 -9.69069
-6.5735 -3.09218 -6.20999
-6.96265 -3.11097 -5.94199
-6.94853 -3.23899 -5.46615
-8.02336 -3.50675 -6.07671
-7.59123 -3.29807 -6.09516
-8.35205 -3.47021 -8.65647
-7.37892 -2.95655 -6.9924
-7.32526 -3.01419 -7.14914
-7.3592 -3.10464 -7.00754
-7.41665 -0.280851 -7.81499
-11.6613 0.351661 -12.9987
-7.94178 0.337018 -8.18795
-9.13505 -1.89801 -11.466
-7.92447 -1.98736 -10.5859
-8.29346 -1.54268 -12.2718
-8.82805 -1.47146 -11.5982
-8.5395 -1.93897 -6.29102
-14.0299 -3.27824 -12.7337
-8.32793 -0.188219 -12.6797
-6.5154 -3.08875 -6.2926
-6.24461 -3.10591 -6.65675
-6.57008 -3.02427 -9.45834
-7.11116 -1.49297 -3.82722
-8.49235 -1.85059 -4.51183
-9.09771 -3.4518 -6.42497
-3.97868 1.87821 -5.83157
-7.57859 1.10263 -5.28399
-4.14885 1.3672 -5.88214
-6.23667 1.33091 -1.97176
-8.82384 -3.73987 0.226696
-9.31707 -3.1842 0.36309
-9.23345 -3.49775 -1.09349
-8.06836 -3.95692 -1.11145
-9.75973 -3.53665 -1.20002
-9.07859 -3.04591 -0.88977
-6.44784 -0.410389 0.780412
-7.3643 0.139325 1.56251
-6.71947 -2.32011 -2.52029
-5.99796 -1.05322 -2.47932
-7.54712 -0.172741 -6.03191
-8.13659 0.287231 -6.30964
-13.2485 -0.0503294 -9.92842
-8.65955 -1.60202 -8.64528
-8.96374 0.347101 -1.2597
-7.70082 0.414751 -0.577613
-7.72644 0.474686 -0.377222
-8.09572 1.59719 -1.29444
-8.40425 1.67002 -1.02104
-6.57844 1.12275 -0.594737
-6.75447 1.12477 -0.941328
-6.56491 1.17577 -1.04712
-7.71498 0.932967 -0.64055
-7.89084 1.03194 -0.935343
-11.8344 1.47574 -0.404712
-4.67699 1.47621 1.57005
-4.93173 1.24709 1.69801
-5.1966 1.34189 1.76983
-5.43834 1.32812 0.491154
-5.61199 1.50063 1.8908
-5.16949 1.3421 0.97564
-5.16183 1.4743 1.00189
-5.01596 1.14615 1.24633
-4.66879 1.48103 1.11998
-4.64261 0.859594 1.73789
-4.94349 0.848608 1.69357
-4.89774 0.530538 1.6403
-7.27715 0.439061 1.35566
-7.4757 0.364681 1.62277
-6.60802 0.386692 1.79675
-6.83742 1.17237 1.45752
-6.49246 1.15317 0.905628
-6.72073 1.23189 1.22757
-7.10663 0.668497 1.59973
-7.03989 0.829865 1.69669
-6.56337 0.730309 1.57328
-7.42532 0.82999 1.76709
-7.49131 0.890708 1.65218
-6.67103 1.13209 1.91161
-6.53533 0.825663 1.81382
-6.0403 0.657682 1.75694
-7.21819 0.605394 1.6785
-6.50822 1.27455 1.6562
-7.52119 0.554115 1.46845
-5.57951 1.15677 0.392597
-7.94832 1.06356 -0.638447
-5.81778 0.845711 -0.881219
-6.32345 0.957551 -0.873837
-6.52147 1.06948 0.00342143
-4.9864 1.11828 -1.26067
-6.71664 1.65211 -1.79691
-9.14161 1.96224 -1.60353
-8.04839 1.81855 -1.44076
-8.28428 1.77071 -1.44
-6.2406 -1.11373 1.54592
-5.04658 -1.29098 2.07414
-4.97491 -2.65013 -0.173828
-7.19247 -0.686913 0.456404
-6.97945 -0.513386 0.738107
-7.63582 0.472399 -4.87696
-8.48673 1.84536 -2.59574
-8.87914 1.93936 -2.72403
-7.3292 1.77694 -2.84543
-4.7402 0.927449 -6.00723
-5.03393 0.619141 -6.11075
-5.03476 0.493758 -6.71728
-7.21119 -2.39545 -4.37274
-9.89791 -2.88145 -4.20289
-9.811 -2.85909 -4.26473
-7.61638 -0.226867 -4.53175
-7.34505 -2.19151 -8.17591
-10.5983 -3.40051 -11.905
-6.55139 -2.91916 -8.65321
-6.27456 -3.06754 -5.81346
-11.297 0.328558 -12.1415
-8.11236 -0.147472 -10.9304
-8.96542 -1.93935 -9.47579
-7.62218 -1.66493 -6.54291
-10.3158 -2.38847 -8.69542
-7.68866 -1.46792 -6.62798
-9.36348 -1.86228 -7.99566
-9.18637 -2.24987 -9.24641
-7.75253 -1.31939 -7.3457
-8.23988 -1.64532 -6.5803
-8.73298 -1.99551 -6.89921
-9.2325 -1.42612 -14.2909
-9.14623 -1.75101 -14.2687
-9.16716 -1.74809 -12.5738
-8.59203 -1.64527 -10.8548
-8.09421 -1.77962 -10.7594
-7.83625 -1.9686 -12.5351
-7.20471 -1.90777 -11.1997
-8.37282 -1.72813 -12.4008
-13.2332 -3.3386 -19.8505
-13.8076 -3.2125 -14.7541
-9.03111 -1.73849 -9.7135
-9.08732 -1.89094 -10.2436
-8.49603 -1.9427 -10.4091
-9.80394 -2.29803 -12.1491
-7.76226 -1.89508 -9.15698
-7.77399 0.116556 -11.2564
-6.78981 0.0217633 -10.2617
-8.05538 0.352899 -11.636
-7.67623 0.125884 -8.00169
-11.1154 0.335045 -12.7599
-9.79323 0.270537 -11.7353
-7.85622 -2.35547 -8.00427
-8.84036 -2.19022 -8.63326
-8.19415 -2.26598 -6.40331
-8.84449 -2.39372 -6.33711
-7.74193 -2.0518 -6.64982
-8.02669 -2.38214 -6.85362
-9.00055 -2.74546 -7.07126
-7.41574 -2.86401 -12.0126
-7.25694 -3.06955 -11.9649
-10.1388 -2.8394 -11.1997
-9.79261 -3.2983 -11.7668
-7.82062 -2.09734 -9.23609
-7.33256 0.0540843 -4.52962
-6.5513 -0.311212 -4.1386
-6.75248 -0.318864 -4.31412
-7.89472 -0.397263 -4.49645
-4.37627 -0.201263 -2.74381
-6.92695 -1.50518 -2.98179
-7.38226 -1.64992 -2.82393
-7.83528 -1.74638 -3.27323
-9.615 -2.83804 -3.58089
-8.30292 -1.94528 -2.21494
-7.52308 -2.492 -2.58776
-9.75982 -2.41513 -5.59796
-8.61117 -2.30704 -5.81425
-7.62557 -2.14352 -5.29649
-8.16029 -1.85692 -5.2757
-8.72473 -2.09089 -5.73739
-10.3232 -2.94021 -5.41934
-8.22651 -2.74075 -4.70203
-5.19563 1.76787 -4.23218
-4.95943 1.70294 -4.25643
-6.93703 1.93794 -5.21036
-6.62545 1.87607 -5.21921
-4.51338 1.81123 -5.4975
-4.92913 0.605938 -6.20035
-5.95683 0.75805 -7.94813
-5.28049 0.612455 -7.55062
-4.98462 0.839319 -6.05647
-5.09928 0.745685 -6.09513
-10.2579 0.877052 -11.8372
-9.47153 0.954584 -10.9499
-10.0952 0.943422 -11.0501
-4.99152 1.23947 -6.33998
-5.12837 1.13046 -6.01385
-6.89192 1.77812 -7.73902
-6.59412 1.78067 -4.12865
-6.67445 1.83874 -4.41297
-8.07407 2.02422 -3.56253
-6.57531 1.75044 -3.33635
-8.59779 1.89405 -3.03432
-8.61284 1.78223 -3.0319
-7.03687 1.45284 -1.96608
-7.88206 0.674658 -4.97184
-7.44696 0.850237 -4.75999
-7.46529 0.586781 -4.08253
-9.77568 1.9056 -5.17838
-8.36083 1.77848 -4.31408
-7.65912 1.39855 -4.11325
-8.33966 1.65878 -3.97866
-7.30601 1.37717 -3.87365
-7.29417 -0.941389 0.745153
-6.19399 -0.49999 0.421939
-7.00878 -0.78979 0.691736
-5.70221 -0.648777 0.195277
-7.21821 -0.679882 0.628919
-8.40602 -2.0674 -0.75207
-3.79778 -1.08788 1.47879
-6.71683 -0.698005 0.956936
-6.65679 -0.733389 0.935785
-4.87347 -2.70377 1.50951
-6.45095 1.46827 -0.30868
-6.69826 1.35662 0.674873
-6.27603 1.43305 0.263149
-7.11761 1.57941 -1.23505
-7.61238 1.77565 -1.63727
-7.55478 1.6712 -1.80339
-6.56303 1.52767 -0.681571
-7.08557 1.66221 -1.01112
-7.52108 0.250969 0.903221
-7.31144 0.646586 0.944416
-7.52522 0.577316 0.93061
-6.61609 0.951458 -0.0898384
-6.5535 1.07541 -0.360152
-6.61509 0.958441 -0.30666
-6.63893 0.721953 -0.109684
-7.45492 0.712613 0.161965
